invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,total_amount
4245,Walm067,Haltom City,Home And Lifestyle,78.0,3.0,2020-12-20,15:23:00,Ewallet,4.0,0.33,234.0
4246,Walm027,Abilene,Fashion Accessories,41.0,1.0,2022-09-20,17:17:00,Ewallet,5.0,0.48,41.0
4247,Walm096,Eagle Pass,Home And Lifestyle,49.0,3.0,2021-10-10,19:34:00,Ewallet,4.0,0.18,147.0
4248,Walm069,Rockwall,Fashion Accessories,29.0,3.0,2023-09-14,18:57:00,Ewallet,9.0,0.33,87.0
4249,Walm053,Conroe,Home And Lifestyle,32.0,2.0,2023-12-25,15:48:00,Ewallet,4.0,0.57,64.0
4250,Walm043,Baytown,Fashion Accessories,45.0,1.0,2020-11-15,15:01:00,Ewallet,5.0,0.48,45.0
4251,Walm007,Arlington,Home And Lifestyle,84.0,2.0,2020-08-12,17:25:00,Ewallet,6.0,0.48,168.0
4252,Walm077,Coppell,Fashion Accessories,29.0,3.0,2022-11-13,19:37:00,Ewallet,6.0,0.33,87.0
4253,Walm004,Austin,Home And Lifestyle,70.0,1.0,2020-09-09,16:23:00,Ewallet,8.0,0.48,70.0
4254,Walm043,Baytown,Fashion Accessories,29.0,3.0,2023-09-19,19:01:00,Ewallet,4.0,0.48,87.0
4255,Walm010,Laredo,Home And Lifestyle,63.0,1.0,2023-11-05,20:31:00,Ewallet,7.0,0.48,63.0
4256,Walm091,Little Elm,Fashion Accessories,76.0,3.0,2020-11-11,20:50:00,Ewallet,4.0,0.33,228.0
4257,Walm019,Pasadena,Home And Lifestyle,30.0,1.0,2021-10-18,18:57:00,Ewallet,7.0,0.48,30.0
4258,Walm002,Dallas,Fashion Accessories,58.0,3.0,2020-11-10,16:49:00,Ewallet,8.0,0.36,174.0
4259,Walm066,Grapevine,Home And Lifestyle,74.0,2.0,2021-09-13,20:34:00,Ewallet,7.0,0.33,148.0
4260,Walm042,Bryan,Fashion Accessories,63.0,1.0,2020-11-04,16:49:00,Ewallet,9.0,0.48,63.0
4261,Walm043,Baytown,Home And Lifestyle,56.0,1.0,2020-09-23,15:11:00,Ewallet,4.0,0.48,56.0
4262,Walm058,Port Arthur,Fashion Accessories,40.0,1.0,2021-08-10,19:27:00,Ewallet,6.0,0.33,40.0
4263,Walm053,Conroe,Home And Lifestyle,60.0,2.0,2020-12-08,15:22:00,Ewallet,7.0,0.57,120.0
4264,Walm020,Killeen,Fashion Accessories,76.0,3.0,2020-09-09,20:03:00,Ewallet,6.0,0.48,228.0
4265,Walm026,Denton,Home And Lifestyle,71.0,3.0,2021-09-17,16:11:00,Ewallet,9.0,0.48,213.0
4266,Walm012,Garland,Fashion Accessories,22.0,3.0,2021-12-21,18:03:00,Ewallet,6.0,0.48,66.0
4267,Walm076,Huntsville,Home And Lifestyle,41.0,1.0,2021-09-07,19:34:00,Ewallet,7.0,0.33,41.0
4268,Walm036,Allen,Fashion Accessories,63.0,3.0,2021-09-22,16:29:00,Ewallet,9.0,0.48,189.0
4269,Walm022,Mesquite,Home And Lifestyle,83.0,3.0,2023-11-02,19:48:00,Ewallet,5.0,0.48,249.0
4270,Walm072,Lancaster,Fashion Accessories,38.0,2.0,2021-10-10,16:26:00,Ewallet,4.0,0.33,76.0
4271,Walm031,Lewisville,Home And Lifestyle,32.0,1.0,2020-08-05,18:20:00,Ewallet,5.0,0.48,32.0
4272,Walm037,League City,Fashion Accessories,52.0,1.0,2023-10-01,17:59:00,Ewallet,8.0,0.48,52.0
4273,Walm077,Coppell,Home And Lifestyle,15.0,1.0,2020-12-19,17:58:00,Ewallet,5.0,0.33,15.0
4274,Walm010,Laredo,Fashion Accessories,43.0,2.0,2020-11-06,16:46:00,Ewallet,6.0,0.48,86.0
4275,Walm018,Frisco,Home And Lifestyle,22.0,1.0,2022-12-05,18:15:00,Ewallet,9.0,0.48,22.0
4276,Walm036,Allen,Fashion Accessories,55.0,2.0,2020-10-16,17:43:00,Ewallet,8.0,0.48,110.0
4277,Walm008,Corpus Christi,Home And Lifestyle,84.0,2.0,2022-11-06,15:35:00,Ewallet,6.0,0.48,168.0
4278,Walm034,College Station,Fashion Accessories,63.0,2.0,2021-11-12,18:17:00,Ewallet,6.0,0.48,126.0
4279,Walm006,El Paso,Home And Lifestyle,67.0,2.0,2023-10-11,20:55:00,Ewallet,7.0,0.48,134.0
4280,Walm096,Eagle Pass,Fashion Accessories,44.0,3.0,2020-11-21,16:18:00,Ewallet,6.0,0.18,132.0
4281,Walm076,Huntsville,Home And Lifestyle,83.0,2.0,2022-10-28,17:22:00,Ewallet,8.0,0.33,166.0
4282,Walm043,Baytown,Fashion Accessories,74.0,3.0,2023-11-18,17:24:00,Ewallet,9.0,0.48,222.0
4283,Walm058,Port Arthur,Home And Lifestyle,55.0,1.0,2021-08-13,18:00:00,Ewallet,8.0,0.33,55.0
4284,Walm018,Frisco,Fashion Accessories,67.0,2.0,2021-11-17,18:55:00,Ewallet,6.0,0.48,134.0
4285,Walm094,Alamo,Home And Lifestyle,46.0,2.0,2023-10-20,19:47:00,Ewallet,6.0,0.33,92.0
4286,Walm091,Little Elm,Fashion Accessories,66.0,2.0,2021-12-28,20:01:00,Ewallet,9.0,0.33,132.0
4287,Walm004,Austin,Home And Lifestyle,33.0,2.0,2020-09-11,15:53:00,Ewallet,4.0,0.48,66.0
4288,Walm028,Odessa,Fashion Accessories,52.0,2.0,2023-12-05,18:27:00,Ewallet,4.0,0.48,104.0
4289,Walm078,Del Rio,Home And Lifestyle,76.0,2.0,2020-08-06,16:20:00,Ewallet,7.0,0.33,152.0
4290,Walm033,Pearland,Fashion Accessories,40.0,1.0,2022-11-16,15:12:00,Ewallet,4.0,0.48,40.0
4291,Walm053,Conroe,Home And Lifestyle,24.0,1.0,2021-09-18,20:15:00,Ewallet,8.0,0.57,24.0
4292,Walm028,Odessa,Fashion Accessories,68.0,2.0,2023-11-19,18:39:00,Ewallet,9.0,0.48,136.0
4293,Walm018,Frisco,Home And Lifestyle,27.0,2.0,2022-11-17,16:18:00,Ewallet,6.0,0.48,54.0
4294,Walm097,Alice,Fashion Accessories,43.0,3.0,2021-12-07,18:50:00,Ewallet,5.0,0.18,129.0
4295,Walm063,Georgetown,Home And Lifestyle,32.0,3.0,2021-11-03,15:01:00,Ewallet,6.0,0.33,96.0
4296,Walm053,Conroe,Fashion Accessories,42.0,3.0,2022-11-10,17:42:00,Ewallet,5.0,0.21,126.0
4297,Walm044,Pharr,Home And Lifestyle,60.0,2.0,2023-11-20,17:54:00,Ewallet,4.0,0.48,120.0
4298,Walm045,Missouri City,Fashion Accessories,36.0,2.0,2023-10-05,19:05:00,Credit Card,4.0,0.48,72.0
4299,Walm016,Brownsville,Home And Lifestyle,26.0,1.0,2021-09-30,16:48:00,Ewallet,4.0,0.48,26.0
4300,Walm052,Mansfield,Fashion Accessories,42.0,2.0,2023-11-05,15:55:00,Ewallet,8.0,0.57,84.0
4301,Walm011,Lubbock,Home And Lifestyle,79.0,2.0,2021-12-15,18:09:00,Ewallet,8.0,0.48,158.0
4302,Walm090,Brownwood,Fashion Accessories,79.0,1.0,2023-11-06,18:30:00,Ewallet,6.0,0.33,79.0
4303,Walm045,Missouri City,Home And Lifestyle,53.0,1.0,2022-12-28,20:08:00,Credit Card,9.0,0.48,53.0
4304,Walm059,Pflugerville,Fashion Accessories,50.0,2.0,2022-10-07,20:51:00,Ewallet,8.0,0.33,100.0
4305,Walm019,Pasadena,Home And Lifestyle,36.0,1.0,2022-10-29,17:46:00,Ewallet,8.0,0.48,36.0
4306,Walm013,Irving,Fashion Accessories,65.0,3.0,2021-09-30,19:13:00,Ewallet,7.0,0.48,195.0
4307,Walm071,Lufkin,Home And Lifestyle,83.0,1.0,2022-12-31,19:06:00,Ewallet,6.0,0.33,83.0
4308,Walm079,La Porte,Fashion Accessories,53.0,3.0,2020-08-29,15:32:00,Ewallet,8.0,0.33,159.0
4309,Walm010,Laredo,Home And Lifestyle,30.0,1.0,2022-12-25,18:04:00,Ewallet,9.0,0.48,30.0
4310,Walm058,Port Arthur,Fashion Accessories,68.0,2.0,2021-11-24,20:16:00,Ewallet,8.0,0.33,136.0
4311,Walm098,Mineral Wells,Home And Lifestyle,46.0,2.0,2022-09-26,17:49:00,Ewallet,4.0,0.18,92.0
4312,Walm053,Conroe,Fashion Accessories,67.0,3.0,2020-10-04,15:56:00,Ewallet,4.0,0.21,201.0
4313,Walm093,Angleton,Home And Lifestyle,78.0,3.0,2021-09-11,17:16:00,Ewallet,8.0,0.33,234.0
4314,Walm058,Port Arthur,Fashion Accessories,28.0,2.0,2022-10-22,18:55:00,Ewallet,8.0,0.33,56.0
4315,Walm036,Allen,Home And Lifestyle,21.0,1.0,2020-08-13,19:17:00,Ewallet,7.0,0.48,21.0
4316,Walm034,College Station,Fashion Accessories,65.0,2.0,2020-10-01,20:50:00,Ewallet,8.0,0.48,130.0
4317,Walm048,Harlingen,Home And Lifestyle,81.0,2.0,2023-11-06,17:37:00,Ewallet,5.0,0.48,162.0
4318,Walm022,Mesquite,Fashion Accessories,34.0,1.0,2022-11-03,16:00:00,Ewallet,5.0,0.48,34.0
4319,Walm028,Odessa,Home And Lifestyle,16.0,3.0,2020-09-05,15:18:00,Ewallet,9.0,0.48,48.0
4320,Walm018,Frisco,Fashion Accessories,25.0,3.0,2022-09-20,16:53:00,Ewallet,4.0,0.48,75.0
4321,Walm030,Richardson,Home And Lifestyle,53.0,2.0,2022-11-23,19:45:00,Ewallet,8.0,0.48,106.0
4322,Walm041,Mission,Fashion Accessories,37.0,1.0,2022-10-09,18:58:00,Ewallet,9.0,0.48,37.0
4323,Walm096,Eagle Pass,Home And Lifestyle,84.0,2.0,2023-09-21,16:05:00,Ewallet,7.0,0.18,168.0
4324,Walm049,North Richland Hills,Fashion Accessories,39.0,1.0,2020-08-06,16:09:00,Ewallet,4.0,0.48,39.0
4325,Walm058,Port Arthur,Home And Lifestyle,45.0,1.0,2023-09-30,15:29:00,Ewallet,8.0,0.33,45.0
4326,Walm005,Fort Worth,Fashion Accessories,68.0,2.0,2022-10-06,15:08:00,Ewallet,9.0,0.48,136.0
4327,Walm070,Hurst,Home And Lifestyle,17.0,2.0,2021-08-17,16:47:00,Ewallet,5.0,0.33,34.0
4328,Walm066,Grapevine,Fashion Accessories,78.0,1.0,2023-11-13,20:24:00,Ewallet,6.0,0.33,78.0
4329,Walm019,Pasadena,Home And Lifestyle,70.0,2.0,2023-08-03,17:42:00,Ewallet,9.0,0.48,140.0
4330,Walm077,Coppell,Fashion Accessories,70.0,3.0,2023-11-18,16:38:00,Ewallet,8.0,0.33,210.0
4331,Walm094,Alamo,Home And Lifestyle,83.0,2.0,2022-11-12,15:11:00,Ewallet,4.0,0.33,166.0
4332,Walm100,Canyon,Fashion Accessories,61.0,2.0,2021-11-11,20:08:00,Ewallet,9.0,0.18,122.0
4333,Walm018,Frisco,Home And Lifestyle,48.0,3.0,2023-08-19,15:05:00,Ewallet,5.0,0.48,144.0
4334,Walm028,Odessa,Fashion Accessories,73.0,2.0,2021-08-26,15:01:00,Ewallet,4.0,0.48,146.0
4335,Walm021,Mcallen,Home And Lifestyle,18.0,1.0,2022-08-13,16:57:00,Ewallet,4.0,0.48,18.0
4336,Walm060,Desoto,Fashion Accessories,74.0,2.0,2021-11-12,17:07:00,Ewallet,7.0,0.33,148.0
4337,Walm013,Irving,Home And Lifestyle,23.0,2.0,2023-11-26,17:36:00,Ewallet,4.0,0.48,46.0
4338,Walm021,Mcallen,Fashion Accessories,34.0,1.0,2021-08-13,15:32:00,Ewallet,5.0,0.48,34.0
4339,Walm095,Big Spring,Home And Lifestyle,35.0,1.0,2021-08-31,19:09:00,Ewallet,5.0,0.33,35.0
4340,Walm020,Killeen,Fashion Accessories,15.0,1.0,2021-12-25,20:09:00,Ewallet,5.0,0.48,15.0
4341,Walm088,Cleburne,Home And Lifestyle,39.0,3.0,2021-11-26,15:18:00,Ewallet,9.0,0.33,117.0
4342,Walm020,Killeen,Fashion Accessories,44.0,1.0,2020-12-03,18:48:00,Ewallet,4.0,0.48,44.0
4343,Walm061,Cedar Park,Home And Lifestyle,50.0,2.0,2021-09-25,16:54:00,Ewallet,8.0,0.33,100.0
4344,Walm077,Coppell,Fashion Accessories,44.0,3.0,2023-11-11,17:39:00,Ewallet,5.0,0.33,132.0
4345,Walm063,Georgetown,Home And Lifestyle,39.0,1.0,2020-12-09,15:13:00,Ewallet,4.0,0.33,39.0
4346,Walm077,Coppell,Fashion Accessories,18.0,2.0,2021-08-28,15:11:00,Ewallet,5.0,0.33,36.0
4347,Walm060,Desoto,Home And Lifestyle,53.0,3.0,2021-09-21,17:19:00,Ewallet,4.0,0.33,159.0
4348,Walm069,Rockwall,Fashion Accessories,49.0,3.0,2020-10-04,20:44:00,Ewallet,5.0,0.33,147.0
4349,Walm077,Coppell,Home And Lifestyle,30.0,1.0,2023-12-01,17:25:00,Ewallet,8.0,0.33,30.0
4350,Walm078,Del Rio,Fashion Accessories,43.0,1.0,2022-09-17,18:12:00,Ewallet,9.0,0.33,43.0
4351,Walm022,Mesquite,Home And Lifestyle,82.0,2.0,2021-09-21,18:51:00,Ewallet,6.0,0.48,164.0
4352,Walm066,Grapevine,Fashion Accessories,66.0,2.0,2020-11-25,17:27:00,Ewallet,4.0,0.33,132.0
4353,Walm011,Lubbock,Home And Lifestyle,22.0,1.0,2021-12-14,18:04:00,Ewallet,9.0,0.48,22.0
4354,Walm093,Angleton,Fashion Accessories,16.0,3.0,2023-11-01,20:22:00,Ewallet,7.0,0.33,48.0
4355,Walm013,Irving,Home And Lifestyle,21.0,2.0,2022-11-07,16:41:00,Ewallet,6.0,0.48,42.0
4356,Walm011,Lubbock,Fashion Accessories,23.0,2.0,2020-09-01,16:37:00,Ewallet,4.0,0.48,46.0
4357,Walm052,Mansfield,Home And Lifestyle,52.0,2.0,2021-12-02,19:49:00,Ewallet,9.0,0.57,104.0
4358,Walm083,Farmers Branch,Fashion Accessories,30.0,3.0,2022-12-14,15:07:00,Ewallet,8.0,0.33,90.0
4359,Walm048,Harlingen,Home And Lifestyle,44.0,2.0,2021-12-15,16:09:00,Ewallet,4.0,0.48,88.0
4360,Walm098,Mineral Wells,Fashion Accessories,83.0,2.0,2021-11-20,18:48:00,Ewallet,6.0,0.18,166.0
4361,Walm092,Lake Jackson,Home And Lifestyle,20.0,1.0,2020-09-12,16:28:00,Ewallet,9.0,0.33,20.0
4362,Walm090,Brownwood,Fashion Accessories,22.0,2.0,2023-09-28,20:32:00,Ewallet,7.0,0.33,44.0
4363,Walm041,Mission,Home And Lifestyle,50.0,3.0,2021-11-11,16:08:00,Ewallet,4.0,0.48,150.0
4364,Walm061,Cedar Park,Fashion Accessories,18.0,3.0,2023-08-29,15:56:00,Ewallet,7.0,0.33,54.0
4365,Walm037,League City,Home And Lifestyle,27.0,1.0,2021-09-24,20:39:00,Ewallet,8.0,0.48,27.0
4366,Walm017,Mckinney,Fashion Accessories,33.0,3.0,2020-12-03,17:09:00,Ewallet,9.0,0.48,99.0
4367,Walm006,El Paso,Home And Lifestyle,43.0,3.0,2020-12-08,16:21:00,Ewallet,8.0,0.48,129.0
4368,Walm092,Lake Jackson,Fashion Accessories,33.0,3.0,2023-09-20,16:23:00,Ewallet,5.0,0.33,99.0
4369,Walm057,Euless,Home And Lifestyle,68.0,1.0,2022-12-22,17:28:00,Ewallet,8.0,0.33,68.0
4370,Walm060,Desoto,Fashion Accessories,76.0,1.0,2022-12-31,17:14:00,Ewallet,7.0,0.33,76.0
4371,Walm047,Flower Mound,Home And Lifestyle,63.0,3.0,2020-08-26,18:49:00,Ewallet,4.0,0.48,189.0
4372,Walm019,Pasadena,Fashion Accessories,64.0,3.0,2020-09-07,15:49:00,Ewallet,5.0,0.48,192.0
4373,Walm088,Cleburne,Home And Lifestyle,23.0,2.0,2020-10-12,20:25:00,Ewallet,4.0,0.33,46.0
4374,Walm005,Fort Worth,Fashion Accessories,32.0,1.0,2021-08-16,18:31:00,Ewallet,4.0,0.48,32.0
4375,Walm016,Brownsville,Home And Lifestyle,62.0,1.0,2022-09-12,15:52:00,Ewallet,9.0,0.48,62.0
4376,Walm076,Huntsville,Fashion Accessories,63.0,1.0,2022-11-20,15:48:00,Ewallet,8.0,0.33,63.0
4377,Walm015,Grand Prairie,Home And Lifestyle,81.0,1.0,2022-12-16,17:29:00,Ewallet,4.0,0.48,81.0
4378,Walm019,Pasadena,Fashion Accessories,57.0,1.0,2023-10-30,20:19:00,Ewallet,7.0,0.48,57.0
4379,Walm053,Conroe,Home And Lifestyle,39.0,1.0,2021-10-03,15:22:00,Ewallet,6.0,0.57,39.0
4380,Walm077,Coppell,Fashion Accessories,22.0,2.0,2021-12-31,18:15:00,Ewallet,9.0,0.33,44.0
4381,Walm048,Harlingen,Home And Lifestyle,20.0,2.0,2023-11-27,17:12:00,Ewallet,6.0,0.48,40.0
4382,Walm077,Coppell,Fashion Accessories,17.0,1.0,2022-10-28,15:12:00,Ewallet,5.0,0.33,17.0
4383,Walm045,Missouri City,Home And Lifestyle,79.0,1.0,2022-10-31,16:08:00,Credit Card,5.0,0.48,79.0
4384,Walm006,El Paso,Fashion Accessories,48.0,3.0,2023-12-20,18:50:00,Ewallet,7.0,0.48,144.0
4385,Walm083,Farmers Branch,Home And Lifestyle,56.0,2.0,2020-11-16,19:06:00,Ewallet,8.0,0.33,112.0
4386,Walm077,Coppell,Fashion Accessories,20.0,2.0,2022-08-17,19:57:00,Ewallet,5.0,0.33,40.0
4387,Walm079,La Porte,Home And Lifestyle,71.0,3.0,2023-09-05,20:42:00,Ewallet,6.0,0.33,213.0
4388,Walm017,Mckinney,Fashion Accessories,25.0,1.0,2020-12-08,17:15:00,Ewallet,4.0,0.48,25.0
4389,Walm026,Denton,Home And Lifestyle,76.0,1.0,2021-09-23,15:01:00,Ewallet,8.0,0.48,76.0
4390,Walm051,New Braunfels,Fashion Accessories,33.0,1.0,2021-08-10,18:47:00,Ewallet,7.0,0.57,33.0
4391,Walm080,Nacogdoches,Home And Lifestyle,40.0,2.0,2020-10-24,17:26:00,Ewallet,9.0,0.33,80.0
4392,Walm057,Euless,Fashion Accessories,55.0,1.0,2021-08-08,17:37:00,Ewallet,8.0,0.33,55.0
4393,Walm033,Pearland,Home And Lifestyle,78.0,3.0,2022-11-30,15:11:00,Ewallet,6.0,0.48,234.0
4394,Walm010,Laredo,Fashion Accessories,18.0,3.0,2023-12-02,20:51:00,Ewallet,9.0,0.48,54.0
4395,Walm090,Brownwood,Home And Lifestyle,32.0,2.0,2021-09-28,16:20:00,Ewallet,4.0,0.33,64.0
4396,Walm053,Conroe,Fashion Accessories,83.0,1.0,2023-09-10,15:24:00,Ewallet,4.0,0.21,83.0
4397,Walm027,Abilene,Home And Lifestyle,21.0,3.0,2022-12-01,19:11:00,Ewallet,7.0,0.48,63.0
4398,Walm009,Plano,Fashion Accessories,66.0,3.0,2021-12-19,17:48:00,Ewallet,6.0,0.48,198.0
4399,Walm085,Kerrville,Home And Lifestyle,59.0,3.0,2020-12-16,18:42:00,Ewallet,8.0,0.33,177.0
4400,Walm036,Allen,Fashion Accessories,61.0,1.0,2022-08-14,15:05:00,Ewallet,7.0,0.48,61.0
4401,Walm092,Lake Jackson,Home And Lifestyle,38.0,1.0,2021-11-10,16:00:00,Ewallet,5.0,0.33,38.0
4402,Walm030,Richardson,Fashion Accessories,42.0,1.0,2021-10-25,15:41:00,Ewallet,9.0,0.48,42.0
4403,Walm077,Coppell,Home And Lifestyle,48.0,1.0,2020-09-12,15:45:00,Ewallet,7.0,0.33,48.0
4404,Walm028,Odessa,Fashion Accessories,84.0,2.0,2022-11-12,19:35:00,Ewallet,4.0,0.48,168.0
4405,Walm030,Richardson,Home And Lifestyle,85.0,1.0,2021-09-19,18:57:00,Ewallet,5.0,0.48,85.0
4406,Walm020,Killeen,Fashion Accessories,85.0,3.0,2021-11-20,19:44:00,Ewallet,4.0,0.48,255.0
4407,Walm019,Pasadena,Home And Lifestyle,76.0,3.0,2020-12-10,18:53:00,Ewallet,4.0,0.48,228.0
4408,Walm002,Dallas,Fashion Accessories,35.0,1.0,2021-10-02,16:46:00,Ewallet,7.0,0.36,35.0
4409,Walm043,Baytown,Home And Lifestyle,59.0,1.0,2021-09-26,18:25:00,Ewallet,4.0,0.48,59.0
4410,Walm090,Brownwood,Fashion Accessories,26.0,3.0,2020-11-07,18:26:00,Ewallet,6.0,0.33,78.0
4411,Walm091,Little Elm,Home And Lifestyle,63.0,3.0,2023-11-29,19:25:00,Ewallet,6.0,0.33,189.0
4412,Walm039,Longview,Fashion Accessories,56.0,1.0,2023-12-13,19:52:00,Ewallet,4.0,0.48,56.0
4413,Walm079,La Porte,Home And Lifestyle,41.0,1.0,2023-11-01,19:03:00,Ewallet,6.0,0.33,41.0
4414,Walm012,Garland,Fashion Accessories,48.0,2.0,2023-11-29,16:00:00,Ewallet,4.0,0.48,96.0
4415,Walm088,Cleburne,Home And Lifestyle,38.0,1.0,2021-10-29,15:20:00,Ewallet,6.0,0.33,38.0
4416,Walm020,Killeen,Fashion Accessories,30.0,3.0,2020-12-26,15:05:00,Ewallet,7.0,0.48,90.0
4417,Walm095,Big Spring,Home And Lifestyle,66.0,3.0,2021-12-03,15:06:00,Ewallet,9.0,0.33,198.0
4418,Walm059,Pflugerville,Fashion Accessories,20.0,3.0,2023-09-11,18:36:00,Ewallet,9.0,0.33,60.0
4419,Walm061,Cedar Park,Home And Lifestyle,49.0,1.0,2021-09-22,20:09:00,Ewallet,7.0,0.33,49.0
4420,Walm018,Frisco,Fashion Accessories,20.0,1.0,2020-09-20,16:13:00,Ewallet,6.0,0.48,20.0
4421,Walm051,New Braunfels,Home And Lifestyle,34.0,1.0,2021-12-30,16:45:00,Ewallet,4.0,0.48,34.0
4422,Walm021,Mcallen,Fashion Accessories,58.0,3.0,2020-09-29,17:53:00,Ewallet,5.0,0.48,174.0
4423,Walm092,Lake Jackson,Home And Lifestyle,24.0,1.0,2020-10-27,18:59:00,Ewallet,4.0,0.33,24.0
4424,Walm013,Irving,Fashion Accessories,18.0,2.0,2023-09-19,17:08:00,Ewallet,5.0,0.48,36.0
4425,Walm057,Euless,Home And Lifestyle,66.0,3.0,2021-11-29,15:47:00,Ewallet,6.0,0.33,198.0
4426,Walm033,Pearland,Fashion Accessories,33.0,1.0,2020-11-24,16:24:00,Ewallet,6.0,0.48,33.0
4427,Walm048,Harlingen,Home And Lifestyle,34.0,1.0,2021-12-04,20:24:00,Ewallet,5.0,0.48,34.0
4428,Walm059,Pflugerville,Fashion Accessories,18.0,1.0,2023-12-18,17:20:00,Ewallet,7.0,0.33,18.0
4429,Walm077,Coppell,Home And Lifestyle,71.0,1.0,2023-10-31,20:05:00,Ewallet,5.0,0.33,71.0
4430,Walm007,Arlington,Fashion Accessories,61.0,1.0,2020-12-03,18:43:00,Ewallet,9.0,0.48,61.0
4431,Walm028,Odessa,Home And Lifestyle,58.0,3.0,2020-10-14,17:43:00,Ewallet,6.0,0.48,174.0
4432,Walm031,Lewisville,Fashion Accessories,79.0,1.0,2023-09-21,19:51:00,Ewallet,8.0,0.48,79.0
4433,Walm052,Mansfield,Home And Lifestyle,81.0,1.0,2022-12-02,18:37:00,Ewallet,4.0,0.57,81.0
4434,Walm020,Killeen,Fashion Accessories,55.0,2.0,2022-10-04,19:44:00,Ewallet,7.0,0.48,110.0
4435,Walm094,Alamo,Home And Lifestyle,20.0,3.0,2022-12-14,20:08:00,Ewallet,7.0,0.33,60.0
4436,Walm097,Alice,Fashion Accessories,15.0,1.0,2020-08-17,15:49:00,Ewallet,6.0,0.18,15.0
4437,Walm045,Missouri City,Home And Lifestyle,60.0,1.0,2020-10-02,17:17:00,Credit Card,7.0,0.48,60.0
4438,Walm096,Eagle Pass,Fashion Accessories,25.0,1.0,2020-09-05,20:31:00,Ewallet,4.0,0.18,25.0
4439,Walm069,Rockwall,Home And Lifestyle,46.0,2.0,2023-12-17,17:59:00,Ewallet,4.0,0.33,92.0
4440,Walm072,Lancaster,Fashion Accessories,40.0,3.0,2022-08-25,15:33:00,Ewallet,6.0,0.33,120.0
4441,Walm037,League City,Home And Lifestyle,79.0,1.0,2022-09-13,19:48:00,Ewallet,7.0,0.48,79.0
4442,Walm023,Midland,Fashion Accessories,56.0,3.0,2022-08-05,15:48:00,Ewallet,9.0,0.48,168.0
4443,Walm031,Lewisville,Home And Lifestyle,27.0,3.0,2020-09-22,18:47:00,Ewallet,6.0,0.48,81.0
4444,Walm013,Irving,Fashion Accessories,36.0,1.0,2023-09-25,19:42:00,Ewallet,5.0,0.48,36.0
4445,Walm047,Flower Mound,Home And Lifestyle,27.0,2.0,2022-09-23,18:15:00,Ewallet,8.0,0.48,54.0
4446,Walm007,Arlington,Fashion Accessories,31.0,3.0,2020-10-11,15:15:00,Ewallet,8.0,0.48,93.0
4447,Walm078,Del Rio,Home And Lifestyle,32.0,2.0,2021-08-06,18:41:00,Ewallet,4.0,0.33,64.0
4448,Walm080,Nacogdoches,Fashion Accessories,20.0,1.0,2021-09-04,19:07:00,Ewallet,7.0,0.33,20.0
4449,Walm097,Alice,Home And Lifestyle,56.0,2.0,2022-12-22,16:52:00,Ewallet,6.0,0.18,112.0
4450,Walm057,Euless,Fashion Accessories,67.0,2.0,2020-09-23,19:32:00,Ewallet,5.0,0.33,134.0
4451,Walm004,Austin,Home And Lifestyle,60.0,2.0,2020-11-15,19:39:00,Ewallet,6.0,0.48,120.0
4452,Walm033,Pearland,Fashion Accessories,22.0,3.0,2022-12-30,20:42:00,Ewallet,6.0,0.48,66.0
4453,Walm045,Missouri City,Home And Lifestyle,58.0,1.0,2021-10-23,19:25:00,Credit Card,4.0,0.48,58.0
4454,Walm061,Cedar Park,Fashion Accessories,78.0,2.0,2022-10-10,19:48:00,Ewallet,5.0,0.33,156.0
4455,Walm098,Mineral Wells,Home And Lifestyle,62.0,3.0,2021-11-06,20:18:00,Ewallet,8.0,0.18,186.0
4456,Walm092,Lake Jackson,Fashion Accessories,16.0,1.0,2022-11-19,19:10:00,Ewallet,7.0,0.33,16.0
4457,Walm079,La Porte,Home And Lifestyle,18.0,1.0,2023-11-19,16:35:00,Ewallet,5.0,0.33,18.0
4458,Walm095,Big Spring,Fashion Accessories,83.0,3.0,2022-09-01,17:17:00,Ewallet,8.0,0.33,249.0
4459,Walm041,Mission,Home And Lifestyle,75.0,3.0,2022-12-08,15:07:00,Ewallet,4.0,0.48,225.0
4460,Walm017,Mckinney,Fashion Accessories,23.0,2.0,2021-12-01,18:23:00,Ewallet,6.0,0.48,46.0
4461,Walm069,Rockwall,Home And Lifestyle,60.0,1.0,2021-08-18,17:28:00,Ewallet,6.0,0.33,60.0
4462,Walm080,Nacogdoches,Fashion Accessories,58.0,2.0,2021-08-09,18:02:00,Ewallet,9.0,0.33,116.0
4463,Walm017,Mckinney,Home And Lifestyle,31.0,2.0,2022-10-28,18:30:00,Ewallet,5.0,0.48,62.0
4464,Walm030,Richardson,Fashion Accessories,67.0,3.0,2020-08-04,17:43:00,Ewallet,7.0,0.48,201.0
4465,Walm095,Big Spring,Home And Lifestyle,20.0,1.0,2023-12-30,16:05:00,Ewallet,5.0,0.33,20.0
4466,Walm070,Hurst,Fashion Accessories,31.0,2.0,2021-12-22,16:31:00,Ewallet,9.0,0.33,62.0
4467,Walm005,Fort Worth,Home And Lifestyle,62.0,2.0,2023-09-14,17:02:00,Ewallet,4.0,0.48,124.0
4468,Walm095,Big Spring,Fashion Accessories,72.0,1.0,2023-10-12,17:39:00,Ewallet,9.0,0.33,72.0
